date,open,high,low,close,uptrend,downtrend
2015-03-12 11:15:00,8759.35,8771.4,8744.0,8754.95,False,True
2015-03-12 13:15:00,8755.55,8786.2,8745.0,8780.25,False,True
2015-03-12 15:15:00,8782.55,8783.75,8771.4,8771.4,False,True
2015-03-13 09:15:00,8844.05,8844.05,8724.65,8736.45,False,True
2015-03-13 11:15:00,8736.4,8740.95,8671.95,8689.55,False,True
2015-03-13 13:15:00,8689.45,8701.35,8632.4,8638.2,False,True
2015-03-13 15:15:00,8638.2,8664.3,8634.85,8661.1,False,True
2015-03-16 09:15:00,8641.1,8649.15,8620.0,8632.5,False,True
2015-03-16 11:15:00,8632.45,8652.4,8612.15,8631.3,False,True
2015-03-16 13:15:00,8630.7,8660.8,8614.35,8633.65,False,True
2015-03-16 15:15:00,8633.65,8641.15,8629.35,8639.6,False,True
2015-03-17 09:15:00,8689.1,8730.6,8665.45,8722.25,False,False
2015-03-17 11:15:00,8722.4,8737.35,8642.0,8653.85,False,True
2015-03-17 13:15:00,8654.15,8736.65,8631.15,8731.55,False,False
2015-03-17 15:15:00,8732.0,8742.1,8720.85,8722.35,False,False
2015-03-18 09:15:00,8742.9,8746.4,8682.25,8698.75,False,True
2015-03-18 11:15:00,8697.75,8733.25,8690.3,8722.6,False,False
2015-03-18 13:15:00,8722.4,8726.35,8664.35,8688.75,False,True
2015-03-18 15:15:00,8688.55,8690.65,8676.55,8680.9,False,True
2015-03-19 09:15:00,8749.45,8787.95,8732.15,8742.65,False,False
2015-03-19 11:15:00,8741.05,8753.0,8723.95,8736.5,False,False
2015-03-19 13:15:00,8736.1,8754.85,8614.95,8634.15,False,True
2015-03-19 15:15:00,8634.9,8638.5,8620.25,8622.9,False,True
2015-03-20 09:15:00,8627.9,8627.9,8575.3,8603.95,False,True
2015-03-20 11:15:00,8603.3,8620.9,8563.0,8578.75,False,True
2015-03-20 13:15:00,8579.35,8606.15,8565.5,8570.05,False,True
2015-03-20 15:15:00,8569.95,8588.3,8553.3,8584.85,False,True
2015-03-23 09:15:00,8591.55,8607.9,8560.15,8575.9,False,True
2015-03-23 11:15:00,8575.55,8595.15,8566.85,8578.1,False,True
2015-03-23 13:15:00,8578.25,8589.8,8540.75,8554.8,False,True
2015-03-23 15:15:00,8554.1,8555.95,8541.2,8550.95,False,True
2015-03-24 09:15:00,8537.05,8588.6,8537.05,8582.15,False,True
2015-03-24 11:15:00,8582.15,8602.95,8574.2,8579.7,False,True
2015-03-24 13:15:00,8579.55,8626.65,8536.95,8541.8,False,True
2015-03-24 15:15:00,8541.7,8552.6,8538.3,8549.9,False,True
2015-03-25 09:15:00,8568.9,8573.45,8539.35,8554.5,False,True
2015-03-25 11:15:00,8555.65,8557.1,8530.8,8536.5,False,True
2015-03-25 13:15:00,8536.1,8548.95,8517.9,8531.95,False,True
2015-03-25 15:15:00,8531.65,8533.6,8517.0,8517.0,False,True
2015-03-26 09:15:00,8474.95,8498.9,8460.3,8467.65,False,True
2015-03-26 11:15:00,8467.8,8472.1,8434.95,8447.9,False,True
2015-03-26 13:15:00,8447.75,8450.0,8326.35,8339.45,False,True
2015-03-26 15:15:00,8339.25,8385.0,8327.45,8382.3,False,True
2015-03-27 09:15:00,8396.0,8411.4,8336.15,8358.8,False,True
2015-03-27 11:15:00,8360.4,8363.75,8269.55,8300.4,False,True
2015-03-27 13:15:00,8295.45,8366.35,8289.3,8346.1,False,True
2015-03-27 15:15:00,8346.9,8349.15,8337.45,8348.05,False,True
2015-03-30 09:15:00,8391.7,8432.6,8381.2,8417.75,False,True
2015-03-30 11:15:00,8417.0,8434.15,8398.95,8428.0,False,True
2015-03-30 13:15:00,8427.6,8495.75,8427.6,8492.5,False,False
2015-03-30 15:15:00,8492.15,8504.25,8485.35,8501.35,False,False
2015-03-31 09:15:00,8527.6,8530.0,8500.05,8519.8,False,False
2015-03-31 11:15:00,8520.8,8535.05,8512.2,8528.45,False,False
2015-03-31 13:15:00,8528.75,8549.95,8455.05,8494.75,False,False
2015-03-31 15:15:00,8494.65,8498.35,8480.9,8480.9,False,False
2015-04-01 09:15:00,8483.7,8497.55,8465.0,8489.3,False,False
2015-04-01 11:15:00,8489.3,8518.1,8474.65,8512.6,False,False
2015-04-01 13:15:00,8512.9,8584.9,8511.4,8580.25,True,False
2015-04-01 15:15:00,8581.9,8600.6,8579.25,8590.3,True,False
2015-04-06 09:15:00,8615.8,8615.8,8575.9,8587.75,True,False
2015-04-06 11:15:00,8587.9,8605.85,8573.85,8604.8,True,False
2015-04-06 13:15:00,8605.05,8667.5,8600.0,8657.9,True,False
2015-04-06 15:15:00,8657.9,8667.35,8651.6,8652.0,True,False
2015-04-07 09:15:00,8684.45,8692.5,8613.65,8616.8,True,False
2015-04-07 11:15:00,8616.55,8679.65,8586.9,8607.95,True,False
2015-04-07 13:15:00,8607.95,8667.1,8593.2,8666.95,True,False
2015-04-07 15:15:00,8666.95,8683.25,8657.2,8676.9,True,False
2015-04-08 09:15:00,8698.95,8716.25,8679.85,8704.4,True,False
2015-04-08 11:15:00,8704.55,8730.15,8686.5,8713.0,True,False
2015-04-08 13:15:00,8712.9,8727.85,8695.85,8716.7,True,False
2015-04-08 15:15:00,8716.55,8718.9,8712.7,8717.35,True,False
2015-04-09 09:15:00,8756.2,8758.9,8682.6,8727.95,True,False
2015-04-09 11:15:00,8728.0,8750.3,8713.05,8744.75,True,False
2015-04-09 13:15:00,8744.85,8783.55,8700.9,8781.05,True,False
2015-04-09 15:15:00,8780.8,8785.3,8772.7,8774.25,True,False
2015-04-10 09:15:00,8774.35,8781.2,8758.95,8765.65,True,False
2015-04-10 11:15:00,8765.75,8767.0,8739.9,8748.35,True,False
2015-04-10 13:15:00,8748.15,8787.1,8734.35,8782.55,True,False
2015-04-10 15:15:00,8781.45,8784.6,8767.05,8767.55,True,False
2015-04-13 09:15:00,8801.75,8801.75,8762.5,8779.5,True,False
2015-04-13 11:15:00,8779.15,8826.3,8776.15,8815.7,True,False
2015-04-13 13:15:00,8815.8,8841.35,8785.7,8833.2,True,False
2015-04-13 15:15:00,8832.9,8836.1,8824.9,8825.9,True,False
2015-04-15 09:15:00,8844.75,8844.75,8801.7,8811.1,True,False
2015-04-15 11:15:00,8810.95,8821.45,8795.1,8814.8,True,False
2015-04-15 13:15:00,8814.45,8837.4,8725.3,8733.85,False,False
2015-04-15 15:15:00,8734.55,8749.95,8722.95,8735.5,False,False
2015-04-16 09:15:00,8757.05,8759.1,8684.25,8693.4,False,False
2015-04-16 11:15:00,8693.4,8708.4,8651.95,8656.95,False,False
2015-04-16 13:15:00,8656.8,8724.15,8645.8,8711.15,False,False
2015-04-16 15:15:00,8711.75,8714.0,8691.75,8693.25,False,False
2015-04-17 09:15:00,8698.05,8698.75,8638.55,8664.9,False,True
2015-04-17 11:15:00,8664.95,8670.65,8635.75,8640.6,False,True
2015-04-17 13:15:00,8640.35,8654.45,8600.25,8600.5,False,True
2015-04-17 15:15:00,8600.65,8608.7,8596.95,8602.05,False,True
2015-04-20 09:15:00,8615.4,8619.95,8531.85,8531.85,False,True
2015-04-20 11:15:00,8531.35,8562.85,8524.6,8524.85,False,True
2015-04-20 13:15:00,8524.6,8535.45,8423.2,8453.5,False,True
2015-04-20 15:15:00,8453.3,8454.35,8441.25,8443.0,False,True
2015-04-21 09:15:00,8416.1,8469.15,8382.9,8428.85,False,True
2015-04-21 11:15:00,8428.55,8462.6,8416.25,8456.35,False,True
2015-04-21 13:15:00,8456.55,8459.0,8353.1,8368.4,False,True
2015-04-21 15:15:00,8369.05,8399.4,8367.65,8398.1,False,True
2015-04-22 09:15:00,8400.4,8422.95,8368.3,8396.1,False,True
2015-04-22 11:15:00,8395.75,8406.15,8362.55,8368.4,False,True
2015-04-22 13:15:00,8368.25,8440.15,8284.85,8439.2,False,True
2015-04-22 15:15:00,8440.6,8449.2,8429.9,8436.5,False,True
2015-04-23 09:15:00,8478.2,8504.95,8399.2,8417.8,False,True
2015-04-23 11:15:00,8418.2,8429.95,8373.75,8373.75,False,True
2015-04-23 13:15:00,8373.95,8455.85,8362.1,8401.75,False,True
2015-04-23 15:15:00,8401.6,8402.7,8385.0,8387.95,False,True
2015-04-24 09:15:00,8405.7,8412.15,8322.6,8331.45,False,True
2015-04-24 11:15:00,8332.15,8364.6,8319.8,8341.05,False,True
2015-04-24 13:15:00,8341.2,8354.5,8273.8,8305.7,False,True
2015-04-24 15:15:00,8306.45,8330.75,8304.2,8320.15,False,True
2015-04-27 09:15:00,8330.55,8331.4,8221.05,8244.65,False,True
2015-04-27 11:15:00,8244.8,8282.8,8243.3,8262.15,False,True
2015-04-27 13:15:00,8262.25,8262.25,8209.3,8222.55,False,True
2015-04-27 15:15:00,8222.3,8226.25,8203.1,8203.15,False,True
2015-04-28 09:15:00,8215.55,8263.8,8185.75,8250.5,False,True
2015-04-28 11:15:00,8250.5,8251.35,8194.8,8201.5,False,True
2015-04-28 13:15:00,8201.95,8307.55,8190.05,8297.05,False,True
2015-04-28 15:15:00,8297.25,8298.2,8261.75,8264.85,False,True
2015-04-29 09:15:00,8274.8,8291.05,8219.5,8241.55,False,True
2015-04-29 11:15:00,8241.5,8301.1,8226.5,8273.9,False,True
2015-04-29 13:15:00,8274.35,8308.05,8228.45,8239.65,False,True
2015-04-29 15:15:00,8239.95,8243.55,8230.7,8236.4,False,True
2015-04-30 09:15:00,8224.5,8228.9,8147.75,8175.35,False,True
2015-04-30 11:15:00,8175.45,8195.55,8145.0,8159.05,False,True
2015-04-30 13:15:00,8159.55,8211.65,8148.0,8172.8,False,True
2015-04-30 15:15:00,8172.35,8210.7,8171.05,8204.95,False,True
2015-05-04 09:15:00,8230.05,8292.2,8221.25,8280.05,False,False
2015-05-04 11:15:00,8280.1,8297.65,8276.3,8287.7,False,False
2015-05-04 13:15:00,8287.8,8336.55,8261.0,8329.15,False,False
2015-05-04 15:15:00,8328.95,8345.35,8326.9,8342.65,False,False
2015-05-05 09:15:00,8338.4,8355.55,8300.15,8349.85,False,False
2015-05-05 11:15:00,8349.9,8351.45,8297.05,8298.15,False,False
2015-05-05 13:15:00,8298.45,8332.05,8280.6,8326.15,True,False
2015-05-05 15:15:00,8326.2,8327.75,8319.4,8321.1,True,False
2015-05-06 09:15:00,8316.6,8330.3,8140.85,8154.7,False,True
2015-05-06 11:15:00,8154.7,8156.4,8100.95,8122.9,False,True
2015-05-06 13:15:00,8122.9,8154.45,8095.35,8099.1,False,True
2015-05-06 15:15:00,8098.85,8099.9,8083.35,8092.45,False,True
2015-05-07 09:15:00,8077.0,8122.2,8034.7,8083.8,False,True
2015-05-07 11:15:00,8083.7,8097.1,8028.7,8065.0,False,True
2015-05-07 13:15:00,8065.35,8077.3,7997.35,8070.6,False,True
2015-05-07 15:15:00,8069.15,8075.7,8044.6,8047.15,False,True
2015-05-08 09:15:00,8131.5,8175.3,8123.65,8168.8,False,True
2015-05-08 11:15:00,8168.35,8204.9,8157.5,8193.45,False,False
2015-05-08 13:15:00,8193.85,8224.9,8171.45,8183.95,False,False
2015-05-08 15:15:00,8183.85,8191.25,8178.35,8190.3,False,False
2015-05-11 09:15:00,8243.2,8290.85,8224.85,8290.8,False,False
2015-05-11 11:15:00,8290.6,8321.85,8290.5,8307.2,False,False
2015-05-11 13:15:00,8307.4,8332.7,8287.45,8328.95,True,False
2015-05-11 15:15:00,8328.3,8330.55,8320.05,8320.05,True,False
2015-05-12 09:15:00,8326.15,8326.15,8159.2,8169.6,False,False
2015-05-12 11:15:00,8169.7,8184.95,8138.0,8144.75,False,False
2015-05-12 13:15:00,8145.3,8163.2,8115.45,8119.25,False,True
2015-05-12 15:15:00,8118.6,8137.1,8116.3,8125.0,False,True
2015-05-13 09:15:00,8181.55,8254.55,8090.8,8122.9,False,True
2015-05-13 11:15:00,8123.2,8183.15,8118.0,8170.0,False,True
2015-05-13 13:15:00,8170.3,8244.7,8164.6,8233.95,False,False
2015-05-13 15:15:00,8234.25,8238.85,8230.35,8237.4,False,False
2015-05-14 09:15:00,8232.45,8232.45,8137.55,8183.55,False,True
2015-05-14 11:15:00,8183.6,8196.65,8157.8,8177.2,False,True
2015-05-14 13:15:00,8176.45,8232.55,8171.4,8229.05,False,False
2015-05-14 15:15:00,8229.25,8235.9,8219.7,8221.15,True,False
2015-05-15 09:15:00,8240.3,8278.9,8213.1,8240.9,True,False
2015-05-15 11:15:00,8240.9,8272.4,8238.95,8257.85,True,False
2015-05-15 13:15:00,8258.65,8273.65,8240.05,8261.85,True,False
2015-05-15 15:15:00,8260.65,8263.85,8254.35,8254.75,True,False
2015-05-18 09:15:00,8284.95,8322.35,8271.95,8290.5,True,False
2015-05-18 11:15:00,8290.7,8310.05,8289.5,8304.3,True,False
2015-05-18 13:15:00,8304.4,8384.35,8302.0,8375.15,True,False
2015-05-18 15:15:00,8374.45,8381.55,8372.8,8376.2,True,False
2015-05-19 09:15:00,8356.2,8368.9,8335.25,8361.05,True,False
2015-05-19 11:15:00,8360.75,8411.8,8359.35,8406.8,True,False
2015-05-19 13:15:00,8407.1,8427.55,8335.3,8368.55,True,False
2015-05-19 15:15:00,8368.45,8368.45,8355.8,8357.05,True,False
2015-05-20 09:15:00,8392.65,8440.2,8392.65,8435.05,True,False
2015-05-20 11:15:00,8435.7,8440.1,8400.35,8416.35,True,False
2015-05-20 13:15:00,8416.15,8433.55,8403.25,8422.95,True,False
2015-05-20 15:15:00,8422.65,8427.7,8411.95,8413.15,True,False
2015-05-21 09:15:00,8434.5,8442.2,8382.7,8402.1,True,False
2015-05-21 11:15:00,8401.85,8420.2,8389.65,8410.35,True,False
2015-05-21 13:15:00,8410.45,8433.95,8405.75,8422.35,True,False
2015-05-21 15:15:00,8422.1,8426.55,8416.35,8419.05,True,False
2015-05-22 09:15:00,8432.5,8469.85,8420.9,8462.95,True,False
2015-05-22 11:15:00,8462.65,8483.25,8456.1,8482.55,True,False
2015-05-22 13:15:00,8482.6,8489.0,8444.15,8461.15,True,False
2015-05-22 15:15:00,8461.2,8467.4,8446.25,8448.35,True,False
2015-05-25 09:15:00,8438.15,8441.95,8415.05,8425.25,True,False
2015-05-25 11:15:00,8424.45,8435.05,8388.75,8398.25,True,False
2015-05-25 13:15:00,8397.7,8399.8,8364.25,8374.2,False,False
2015-05-25 15:15:00,8373.35,8376.6,8366.35,8366.9,False,False
2015-05-26 09:15:00,8377.65,8378.45,8337.5,8354.15,False,False
2015-05-26 11:15:00,8354.25,8363.0,8345.5,8350.4,False,False
2015-05-26 13:15:00,8350.05,8350.55,8320.15,8332.3,False,False
2015-05-26 15:15:00,8332.45,8354.8,8331.3,8354.8,False,True
2015-05-27 09:15:00,8302.75,8334.5,8278.3,8311.2,False,True
2015-05-27 11:15:00,8310.8,8340.55,8308.05,8337.55,False,True
2015-05-27 13:15:00,8337.4,8337.5,8307.0,8329.55,False,True
2015-05-27 15:15:00,8329.45,8342.6,8328.45,8337.1,False,True
2015-05-28 09:15:00,8345.7,8364.2,8314.85,8317.7,False,True
2015-05-28 11:15:00,8318.05,8327.1,8270.3,8278.55,False,True
2015-05-28 13:15:00,8278.55,8328.8,8272.4,8320.4,False,True
2015-05-28 15:15:00,8321.05,8323.9,8313.5,8319.0,False,True
2015-05-29 09:15:00,8327.1,8416.15,8306.7,8415.0,False,False
2015-05-29 11:15:00,8414.0,8420.5,8402.25,8411.95,False,False
2015-05-29 13:15:00,8412.2,8443.45,8369.05,8430.95,True,False
2015-05-29 15:15:00,8431.2,8442.4,8424.5,8432.95,True,False
2015-06-01 09:15:00,8417.25,8461.1,8406.25,8460.95,True,False
