bar_index,prob_high_set_exact,prob_low_set_exact,prob_either_set_exact,prob_high_set_offset_5,prob_low_set_offset_5,prob_either_set_offset_5
1,0.22860586580956208,0.16914423463238248,0.39775010044194453,0.2820409803133789,0.20650863800723182,0.4877460827641623
2,0.2691844114102049,0.20891924467657694,0.47609481719566094,0.3278425070309361,0.25391723583768583,0.5753314584170349
3,0.29168340699075934,0.22740056247488952,0.5162715950180795,0.3455202892728003,0.2752109280835677,0.6118923262354359
4,0.31699477701888307,0.25833668139815186,0.5701084773001205,0.3720369626355966,0.3053435114503817,0.6641221374045801
5,0.33346725592607473,0.278023302531137,0.6042587384491763,0.3873041382081157,0.3262354359180394,0.6950582563278425
6,0.34833266372036964,0.2957010847730012,0.6343913218159903,0.40016070711128965,0.33989554037766173,0.7175572519083969
7,0.35958216151064687,0.3161912414624347,0.6629168340699076,0.41341904379268785,0.3603856970670952,0.7432703897147449
8,0.3700281237444757,0.3250301325833668,0.6777822418642024,0.42386500602651667,0.37163519485737245,0.7593411008437123
9,0.37967055042185616,0.3394937725994375,0.6974688629971876,0.4319003615910004,0.38368822820409804,0.773804740859783
10,0.3909200482121334,0.3519485737243873,0.7163519485737244,0.4455604660506227,0.3937324226597027,0.7898754519887505
11,0.3993571715548413,0.3607874648453194,0.7320208919244676,0.45520289272800324,0.40417838489353153,0.8027320208919244
12,0.4055466237942122,0.37017684887459806,0.7439710610932476,0.46181672025723475,0.4139871382636656,0.8143086816720257
13,0.4159967845659164,0.37942122186495175,0.7588424437299035,0.47186495176848875,0.4252411575562701,0.8271704180064309
14,0.42443729903536975,0.3862540192926045,0.7692926045016077,0.4786977491961415,0.4296623794212219,0.8327974276527331
15,0.4316720257234727,0.3890675241157556,0.7761254019292605,0.4859324758842444,0.4352893890675241,0.8396302250803859
16,0.442524115755627,0.3967041800643087,0.7889871382636656,0.49477491961414793,0.4453376205787781,0.8508842443729904
17,0.4509646302250804,0.4015273311897106,0.7982315112540193,0.5028135048231511,0.4533762057877814,0.8577170418006431
18,0.4577974276527331,0.4103697749196141,0.8070739549839229,0.5092443729903537,0.45819935691318325,0.8637459807073955
19,0.4642282958199357,0.4188102893890675,0.8179260450160771,0.5164790996784566,0.467443729903537,0.875
20,0.4682475884244373,0.42604501607717044,0.8251607717041801,0.5196945337620579,0.4746784565916399,0.8794212218649518
21,0.47307073954983925,0.432475884244373,0.8315916398713826,0.5221061093247589,0.4795016077170418,0.8838424437299035
22,0.4782783588093323,0.43765084473049076,0.8382944489139179,0.5261464199517297,0.48712791633145613,0.8893805309734514
23,0.4835076427996782,0.4412711182622687,0.8443282381335478,0.5317779565567177,0.4911504424778761,0.8950120675784392
24,0.4879324215607401,0.4477071600965406,0.8499597747385358,0.5366049879324215,0.49597747385358004,0.8990345937248592
25,0.4915526950925181,0.4569589702333065,0.8572003218020917,0.5414320193081255,0.5056315366049879,0.9054706355591311
26,0.49477071600965405,0.46138374899436846,0.8624296057924377,0.5454545454545454,0.5088495575221239,0.9090909090909091
27,0.498793242156074,0.4658085277554304,0.8672566371681416,0.5494770716009654,0.5128720836685439,0.913515687851971
28,0.50402252614642,0.47144006436041835,0.8740949316170555,0.5522928399034593,0.5209171359613838,0.918342719227675
29,0.5076427996781979,0.4762670957361223,0.8781174577634755,0.5539018503620273,0.5241351568785197,0.9211584875301689
30,0.5104585679806919,0.47988736926790027,0.8813354786806115,0.5567176186645213,0.5273531777956557,0.9239742558326629
31,0.5144810941271118,0.48592115848753015,0.8861625100563154,0.5607401448109413,0.5337892196299276,0.9271922767497989
32,0.5172968624296058,0.4887369267900241,0.8893805309734514,0.5631536604987932,0.5378117457763475,0.9316170555108608
33,0.5197103781174578,0.49597747385358004,0.8958165728077232,0.5655671761866452,0.5438455349959774,0.9344328238133548
34,0.5229283990345938,0.503620273531778,0.9002413515687852,0.5675784392598552,0.5494770716009654,0.9376508447304908
35,0.5265486725663717,0.5108608205953339,0.9050683829444891,0.5724054706355591,0.5555108608205953,0.9404666130329847
36,0.5293644408688657,0.5172968624296058,0.910297666934835,0.5760257441673371,0.5611423974255833,0.9436846339501207
37,0.5337892196299276,0.5233306516492358,0.914320193081255,0.581255028157683,0.5695897023330652,0.9481094127111827
38,0.5386162510056315,0.5321802091713597,0.919549477071601,0.586886564762671,0.5776347546259051,0.9517296862429606
39,0.5434432823813354,0.5374094931617055,0.9231697506033789,0.590104585679807,0.583266291230893,0.9537409493161706
40,0.5470635559131134,0.5434432823813354,0.9255832662912309,0.5941271118262269,0.589702333065165,0.9565567176186646
41,0.5494770716009654,0.5474658085277554,0.9288012872083669,0.5969428801287209,0.5945293644408689,0.9585679806918745
42,0.5522928399034593,0.5530973451327433,0.9336283185840708,0.6013676588897828,0.5989541432019309,0.9625905068382945
43,0.5579243765084473,0.5607401448109413,0.9400643604183427,0.6061946902654868,0.6057924376508448,0.9646017699115044
44,0.5635559131134352,0.5659694288012872,0.9432823813354787,0.6102172164119066,0.6098149637972646,0.9666130329847143
45,0.5659694288012872,0.5720032180209171,0.9456958970233307,0.6142397425583266,0.6158487530168946,0.9690265486725663
46,0.5716009654062751,0.580048270313757,0.9497184231697506,0.6194690265486725,0.6238938053097345,0.9718423169750603
47,0.5744167337087691,0.586484312148029,0.9525341914722446,0.6242960579243765,0.6335478680611424,0.9738535800482703
48,0.5788415124698311,0.5925181013676589,0.9541432019308126,0.6303298471440064,0.6395816572807723,0.9750603378921963
49,0.583266291230893,0.6041834271922768,0.9585679806918745,0.6355591311343524,0.6492357200321802,0.9790828640386162
